_id,ONDERWIJSBESTUURID,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDERGROEPID,ONDERWIJSBEGELEIDINGSAANBIEDERID,BEGINDATUM,EINDDATUM,CONTEXT,SUBCONTEXT_NUMMER,SUBCONTEXT,CONTACTNAAM,EMAILADRES,FAXNUMMER,TELEFOONNUMMER,WEBADRES,BEZOEKNL_STRAATNAAM,BEZOEKNL_HUISNUMMER,BEZOEKNL_HUISNUMMERTOEVOEGING,BEZOEKNL_POSTCODE,BEZOEKNL_PLAATSNAAM,POSTNL_STRAATNAAM,POSTNL_HUISNUMMER,POSTNL_HUISNUMMERTOEVOEGING,POSTNL_POSTCODE,POSTNL_PLAATSNAAM,BEZOEKBTL_ADRESREGEL_EEN,BEZOEKBTL_ADRESREGEL_TWEE,BEZOEKBTL_ADRESREGEL_DRIE,BEZOEKBTL_LANDNAAM,POSTBTL_ADRESREGEL_EEN,POSTBTL_ADRESREGEL_TWEE,POSTBTL_ADRESREGEL_DRIE,POSTBTL_LANDNAAM
5302,,107A346,,,2025-10-22T00:00:00,,ALGEMEEN,0,,Directeur,info@dekristal.nl,,0346 56 57 91,https://sbo-dekristal.nl/,Pauwenkamp,347,,3607TC,Maarssen,Pauwenkamp,347,,3607TC,Maarssen,,,,,,,,
5303,,107A347,,,2026-02-13T00:00:00,,ALGEMEEN,0,,,administratie@hetanker-wijk.nl,,0343-792000,https://hetanker-wijk.nl,Hordenweg,7,,3961KA,Wijk bij Duurstede,,,,,,,,,,,,,
5304,,107A348,,,2026-02-20T00:00:00,,ALGEMEEN,0,,Directeur,sschouten@dewissel.nl,,030 6342057,https://dewissel.nl/,Galerijmuur,51,,3991WX,Houten,Galerijmuur,51,,3991WX,Houten,,,,,,,,
5305,,107A349,,,2026-02-20T00:00:00,,ALGEMEEN,1,het betreft hier een nevenvestiging van de hoofdlocatie in Zeist,adjunct directeur,msteenberg@vanleersumschool.nl,,0318-554388,https://vanleersumschool.nl/,,,,,,Willem Barentszstraat,70,,3902DG,Veenendaal,,,,,,,,
5306,,107A350,,,2025-10-15T00:00:00,,ALGEMEEN,0,,Directeur,info@destuifheuvel.nl,,030-6975270,https://destuifheuvel.nl/,Graaf Lodewijklaan,2,,3708DM,Zeist,Graaf Lodewijklaan,2,,3708DM,Zeist,,,,,,,,
5307,,107A351,,,2026-02-20T00:00:00,,ALGEMEEN,1,onder dit brinnummer vallen 4 locaties,Directeur,info@bbonderwijs.nl,,030-2287620,,,,,,,,,,,,,,,,,,,
5308,,107A357,,,2025-10-27T00:00:00,,ALGEMEEN,0,,hoofdlocatie,debron@cnsnunspeet.nl,,+31-0341254769,https://debron-nunspeet.nl/,Koningin Julianastraat,25,,8071LL,Nunspeet,Koningin Julianastraat,16,,8071LM,Nunspeet,,,,,,,,
5309,,107A360,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@bargeweide.nl,,0575540881,http://www.bargeweide.nl/,Bargeweg,3,,7211DC,Eefde,Bargeweg,3,,7211DC,Eefde,,,,,,,,
5310,,107A361,,,2021-11-23T00:00:00,,ALGEMEEN,0,,,info@piersonschool.nl,,0575461528,http://www.piersonschool.nl,Rozenstraat,14,A,7255XT,Hengelo (Gld),Rozenstraat,14,A,7255XT,Hengelo (Gld),,,,,,,,
5311,,107A362,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@schoolbekveld.nl,,0575462171,http://www.schoolbekveld.nl,Hogenkampweg,24,,7255JX,Hengelo (Gld),Hogenkampweg,24,,7255JX,Hengelo (Gld),,,,,,,,
5312,,107A366,,,2025-11-06T00:00:00,,ALGEMEEN,1,,,info-oase@chronowelluswijs.nl,,0523-272442,,Gramsbergerweg,50,a,7772CX,Hardenberg,,,,,,,,,,,,,
5313,,107A368,,,2025-11-06T00:00:00,,ALGEMEEN,1,,,info-akker@chronowelluswijs.nl,,0524-561367,,Goudenregenstraat,75,,7783AB,Gramsbergen,,,,,,,,,,,,,
5314,,107A369,,,2025-10-30T00:00:00,,ALGEMEEN,1,,,info-balkbrug@chronowelluswijs.nl,,0523-656478,,De Omloop,2,,7707DZ,Balkbrug,De Omloop,2,,7707DZ,Balkbrug,,,,,,,,
5315,,107A370,,,2025-10-30T00:00:00,,ALGEMEEN,1,,,info-sprengel@chronowelluswijs.nl,,0524-562466,,De Steeghe,7,,7784CG,Ane,De Steeghe,7,,7784CG,Ane,,,,,,,,
5316,,107A371,,,2025-10-30T00:00:00,,ALGEMEEN,1,,,info-koningsberger@chronowelluswijs.nl,,0523-232093,,Kanaalweg-West,58,,7691CA,Bergentheim,Kanaalweg-West,58,,7691CA,Bergentheim,,,,,,,,
5317,,107A372,,,2025-10-30T00:00:00,,ALGEMEEN,1,,,info-rheezerveen@chronowelluswijs.nl,,0523-638308,,Bouwmansweg,3,,7797HM,Rheezerveen,Bouwmansweg,3,,7797HM,Rheezerveen,,,,,,,,
5318,,107A373,,,2025-11-06T00:00:00,,ALGEMEEN,1,,Directeur,info-bron@chronowelluswijs.nl,,0524-571268,,Prins-Bernhardstraat,1,,7782RV,De Krim,Prins-Bernhardstraat,1,,7782RV,De Krim,,,,,,,,
5319,,107A374,,,2025-10-30T00:00:00,,ALGEMEEN,1,,,info-vlinder@chronowelluswijs.nl,,0523-271434,,Rembrandtstraat,31,,7771XE,Hardenberg,Rembrandtstraat,31,,7771XE,Hardenberg,,,,,,,,
5320,,107A375,,,2025-10-30T00:00:00,,ALGEMEEN,1,,Directeur,info-elzenhof@chronowelluswijs.nl,,0523-271574,,Ondermaat,13,,7772JA,Hardenberg,Ondermaat,13,,7772JA,Hardenberg,,,,,,,,
5321,,107A376,,,2025-10-30T00:00:00,,ALGEMEEN,1,,,info-marsweijde@chronowelluswijs.nl,,0523-261092,,Erve Odinck,5,,7773DE,Hardenberg,Erve Odinck,5,,7773DE,Hardenberg,,,,,,,,
5322,,107A377,,,2025-11-06T00:00:00,,ALGEMEEN,1,,Directeur,info-ark@chronowelluswijs.nl,,0523-615353,,Adelaarweg,17,,7701KK,Dedemsvaart,Adelaarweg,17,,7701KK,Dedemsvaart,,,,,,,,
5323,,107A378,,,2025-10-30T00:00:00,,ALGEMEEN,1,,,info-groen@chronowelluswijs.nl,,0523-612881,,Langewijk,436,,7701AT,Dedemsvaart,Langewijk,436,,7701AT,Dedemsvaart,,,,,,,,
5324,,107A379,,,2025-10-30T00:00:00,,ALGEMEEN,1,,,info-regenboog@chronowelluswijs.nl,,0523-613728,,Krikkenstraat,6,,7701CW,Dedemsvaart,Krikkenstraat,6,,7701CW,Dedemsvaart,,,,,,,,
5325,,107A382,,,2025-10-30T00:00:00,,ALGEMEEN,1,,Directeur,info-bloemenhof@chronowelluswijs.nl,,0523-271737,,Floralaan,18,,7772LL,Hardenberg,Floralaan,18,,7772LL,Hardenberg,,,,,,,,
5326,,107A383,,,2025-11-18T00:00:00,,ALGEMEEN,0,,Directeur,info@sintpetrus-school.nl,,0299363955,https://sintpetrus-school.nl/,Schoklandstraat,73,,1131KX,Volendam,Schoklandstraat,73,,1131KX,Volendam,,,,,,,,
5327,,107A399,,,2021-11-22T00:00:00,,ALGEMEEN,0,,,infomaarsbergen@intermetzo.nl,,0343-431393,https://www.vsodesprong.nl/,Valkenheide,41,,3953MC,Maarsbergen,Valkenheide,41,,3953MC,Maarsbergen,,,,,,,,
5328,,107A400,,,2021-11-22T00:00:00,,ALGEMEEN,0,,,infolindenhorst@intermetzo.nl,,088-7794479,https://www.vsodesprong.nl/,Verlengde Slotlaan,69,,3707CC,Zeist,Verlengde Slotlaan,69,,3707CC,Zeist,,,,,,,,
5329,,107A401,,,2022-10-10T00:00:00,,ALGEMEEN,0,,Directeur,info@bs-desamensprong.nl,,0299-363264,https://bs-desamensprong.nl/,Edammerweg,54,,1131DR,Volendam,Postbus,72,,1130AB,Volendam,,,,,,,,
5330,,107A402,,,2021-11-24T00:00:00,,ALGEMEEN,0,,Directeur,info@jfkennedyschool.nl,,0299363877,https://jfkennedyschool.nl/,Edammerweg,55,,1131DR,Volendam,POSTBUS,72,,1130AB,Volendam,,,,,,,,
5331,,107A403,,,2025-09-16T00:00:00,,ALGEMEEN,0,,Directeur,admin@sintjozef-school.nl,,0299364718,https://sintjozef-school.nl/,C J Conijnstraat,23,,1131DZ,Volendam,Burgemeester van Baarstraat,42,,1131WV,Volendam,,,,,,,,
5332,,107A404,,,2021-11-24T00:00:00,,ALGEMEEN,0,,Directeur,info@blokwhere.nl,,0299363499,https://blokwhere.nl/,Oosterom,1,,1132NA,Volendam,,,,,,,,,,,,,
5333,,107A405,,,2025-09-16T00:00:00,,ALGEMEEN,0,,Directeur,info@sbo-aventurijn.nl,,0299363308,https://sbo-aventurijn.nl/,Willem Tholenstraat,23,,1132XS,Volendam,Burgemeester van Baarstraat,42,,1131WV,Volendam,,,,,,,,
5334,,107A406,,,2025-09-16T00:00:00,,ALGEMEEN,0,,Directeur,info@t-kofschip.nl,,0299-320147,https://t-kofschip.nl/,Franekerlaan,23,,1132LE,Volendam,Burgemeester van Baarstraat,42,,1131WV,Volendam,,,,,,,,
5335,,107A407,,,2021-11-24T00:00:00,,ALGEMEEN,0,,Directeur,info@spring-plank.nl,,0299-363029,https://spring-plank.nl/,Leendert Spaanderlaan,30,,1132BR,Volendam,POSTBUS,33,,1130AA,Volendam,,,,,,,,
5336,,107A408,,,2025-09-16T00:00:00,,ALGEMEEN,0,,Directeur,info@bs-descheepswerf.nl,,0299-367767,https://bs-descheepswerf.nl/,Christiaan van Abkoudestraat,101,,1132AB,Volendam,Burgemeester van Baarstraat,42,,1131WV,Volendam,,,,,,,,
5337,,107A409,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@cbs-wonderwijs.nl,,0573451254,http://www.cbs-wonderwijs.nl/,Beatrixlaan,27,,7261XW,Ruurlo,Beatrixlaan,27,,7261XW,Ruurlo,,,,,,,,
5338,,107A410,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@sccsschl30.nl,,0314623028,http://www.sccsschl30.nl,Wolfersveenweg,3,,7021HH,Zelhem,Wolfersveenweg,3,,7021HH,Zelhem,,,,,,,,
5339,,107A411,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@cdsdemeene.nl,,0314622002,http://www.cdsdemeene.nl/,Frans Halsstraat,25,,7021DL,Zelhem,Frans Halsstraat,25,,7021DL,Zelhem,,,,,,,,
5340,,107A412,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@delooschool.nl,,0314621696,http://delooschool.nl/,Cosmeastraat,2,,7021XW,Zelhem,Cosmeastraat,2,,7021XW,Zelhem,,,,,,,,
5341,,107A413,,,2021-11-24T00:00:00,,ALGEMEEN,0,,Directie,directie@ijzevoorde.nl,,0314342600,http://www.ijzevoorde.nl,Loordijk,14,,7004HT,Doetinchem,Loordijk,14,,7004HT,Doetinchem,,,,,,,,
5342,,107A414,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@t-prisma.nl,,0314365388,http://www.t-prisma.nl/,Willy Brandtplein,4,,7007LA,Doetinchem,Willy Brandtplein,4,,7007LA,Doetinchem,,,,,,,,
5343,,107A415,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@cbsdehaven.nl,,0314364709,http://www.cbsdehaven.nl/,Ds van Dijkweg,49,,7001CT,Doetinchem,Ds van Dijkweg,49,,7001CT,Doetinchem,,,,,,,,
5344,,107A416,,,2021-11-24T00:00:00,,ALGEMEEN,1,,Algemeen,directie@basisschooldezonneboom.nl,,0314325731,http://www.basisschooldezonneboom.nl,Zonneplein,4,,7004EL,Doetinchem,Zonneplein,4,,7004EL,Doetinchem,,,,,,,,
5345,,107A417,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@derank-toldijk.nl,,0575451359,http://derank-toldijk.nl/,Russerweg,23,,7227DC,Toldijk,Russerweg,23,,7227DC,Toldijk,,,,,,,,
5346,,107A418,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@prclaus.nl,,0575570365,http://www.prclaus.nl/,Het Zwanevlot,318,,7206CS,Zutphen,Het Zwanevlot,318,,7206CS,Zutphen,,,,,,,,
5347,,107A419,,,2025-10-30T00:00:00,,ALGEMEEN,0,,,info@ikchetzuiderlicht.nl,,0575-229131,http://www.ikchetzuiderlicht.nl,Het Zwanevlot,318,,7206CS,Zutphen,Het Zwanevlot,318,,7206CS,Zutphen,,,,,,,,
5348,,107A420,,,2021-12-08T00:00:00,,ALGEMEEN,0,,,info@cbs-arcade.nl,,0575528011,http://www.cbs-arcade.nl,Het Horseler,1,,7232GA,Warnsveld,Het Horseler,1,,7232GA,Warnsveld,,,,,,,,
5349,,107A423,,,2025-06-04T00:00:00,,ALGEMEEN,0,,,info@tsw.pcpow.nl,,0174 820 408,https://www.taalschoolwestland.nl/,Achterlaantje,8,,2678TC,De Lier,Achterlaantje,8,,2678TC,De Lier,,,,,,,,
5350,,107A424,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,admin@rehobothbarendrecht.nl,,0180615413,https://www.rehobothbarendrecht.nl,,,,,,Dorpsstraat,184,,2992AB,Barendrecht,,,,,,,,
5351,,107A425,,,2025-10-01T00:00:00,,ALGEMEEN,0,,,administratie@sint-michael.nl,,050-3125282,https://sint-michael.nl/,Butjesstraat,8,,9712EW,Groningen,Butjesstraat,8,,9712EW,Groningen,,,,,,,,
5352,,107A426,,,2023-10-31T00:00:00,,ALGEMEEN,0,,,info@b-bekkers.nl,,050-5779506,https://b-bekkers.nl/,Siriusstraat,1,,9742KT,Groningen,POSTBUS,2228,,9704CG,Groningen,,,,,,,,
5353,,107A431,,,2022-04-11T00:00:00,,ALGEMEEN,0,,,hetkwartier@aloysiusstichting.nl,,088-0741600,https://www.hetkwartiernijmegen.nl,Berg en Dalseweg,287,,6522CH,Nijmegen,,,,,,,,,,,,,
5354,,107A432,,,2023-01-16T00:00:00,,ALGEMEEN,0,,,info@sint-franciscus.nl,,050-2100282,https://sint-franciscus.nl/,Star Numanstraat,52,,9714JS,Groningen,Star Numanstraat,52,,9714JS,Groningen,,,,,,,,
5355,,107A433,,,2026-02-12T00:00:00,,ALGEMEEN,0,,,duivelandnieuwerkerk@obase.nl,,,,,,,,,,,,,,,,,,,,,
5356,,107A439,,,2026-02-12T00:00:00,,ALGEMEEN,0,,,deoosterburcht@obase.nl,,,,,,,,,,,,,,,,,,,,,
5357,,107A440,,,2025-11-14T00:00:00,,ALGEMEEN,0,,Directie,a.volkeri@obase.nl,,0111-412410,,Scheldestraat,9,,4301VA,Zierikzee,,,,,,,,,,,,,
5358,,107A441,,,2026-02-24T00:00:00,,ALGEMEEN,0,,,deschoener@obase.nl,,0111-691945,,Schuitkade,2,,4318EH,Brouwershaven,,,,,,,,,,,,,
5359,,107A442,,,2025-11-11T00:00:00,,ALGEMEEN,0,,,binnendeveste@obase.nl,,0111413071,,Raamstraat,3,,4301BP,Zierikzee,Raamstraat,3,,4301BP,Zierikzee,,,,,,,,
5360,,107A443,,,2026-02-12T00:00:00,,ALGEMEEN,0,,,stapelhof@obase.nl,,,,,,,,,,,,,,,,,,,,,
5361,,107A444,,,2025-11-11T00:00:00,,ALGEMEEN,0,,,deklimop@obase.nl,,0111401589,,Nieuwe Schoolstraat,4,,4315AW,Dreischor,Nieuwe Schoolstraat,4,,4315AW,Dreischor,,,,,,,,
5362,,107A445,,,2026-02-12T00:00:00,,ALGEMEEN,0,,,dekirreweie@obase.nl,,,,,,,,,,,,,,,,,,,,,
5363,,107A446,,,2026-02-12T00:00:00,,ALGEMEEN,0,,,demeerpaal@obase.nl,,,,,,,,,,,,,,,,,,,,,
5364,,107A447,,,2025-11-11T00:00:00,,ALGEMEEN,0,,directie,d.de.bruijne@obase.nl,,0111-412762,,Hatfieldpark,3,,4301XC,Zierikzee,Hatfieldpark,3,,4301XC,Zierikzee,,,,,,,,
5365,,107A448,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,e.molenaar@educatis-rpo.nl,,033-4614713,https://calvijnschool.educatis-rpo.nl/,Waterdaal,3,,3817GV,Amersfoort,Waterdaal,3,,3817GV,Amersfoort,,,,,,,,
5366,,107A449,,,2022-10-06T00:00:00,,ALGEMEEN,0,,,info.farelschool@educatis-rpo.nl,,033-2538124,https://farel.educatis-rpo.nl/,Dassenburcht,9,,3871JM,Hoevelaken,Dassenburcht,9,,3871JM,Hoevelaken,,,,,,,,
5367,,107A451,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,info.danielschool@educatis-rpo.nl,,035-6017230,https://www.danielschool.nl/,Smitsweg,46,,3765CT,Soest,Smitsweg,46,,3765CT,Soest,,,,,,,,
5368,,107A452,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,info.rehobothschool@educatis-rpo.nl,,030-6918858,https://rehobothschool.educatis-rpo.nl/,Gerrit Jan van der Veenlaan,2,,3705PE,Zeist,Gerrit Jan van der Veenlaan,2,,3705PE,Zeist,,,,,,,,
5369,,107A453,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,info.eben-haezerschool@educatis-rpo.nl,,030-6918858,https://ehschool.educatis-rpo.nl/,Madridstraat,3,,7559CT,Hengelo,Madridstraat,3,,3541DZ,Utrecht,,,,,,,,
5370,,107A454,,,2023-01-19T00:00:00,,ALGEMEEN,0,,,info.schoolmetdebijbel@educatis-rpo.nl,,0294-233686,https://schoolnta.educatis-rpo.nl/,Doude van Troostwijkstraat,22,,3626AV,Nieuwer Ter Aa,Doude van Troostwijkstraat,22,,3626AV,Nieuwer Ter Aa,,,,,,,,
5371,,107A455,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,b.deruiter@educatis-rpo.nl,,0348-502104,https://delelie.educatis-rpo.nl/,Burgemeester Doormanstraat,26,,3465KE,Driebruggen,Burgemeester Doormanstraat,26,,3465KE,Driebruggen,,,,,,,,
5372,,107A456,,,2023-01-19T00:00:00,,ALGEMEEN,0,,,info.verhoeffrollmanschool@educatis-rpo.nl,,0172614676,https://vrschool.educatis-rpo.nl/,Dronenpark,1,,2411HC,Bodegraven,Dronenpark,1,,2411HC,Bodegraven,,,,,,,,
5373,,107A457,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,info.bogermanschool@educatis-rpo.nl,,030-6372100,https://www.bogermanhouten.nl/,Tuibrug,10,,3991LC,Houten,Tuibrug,10,,3991LC,Houten,,,,,,,,
5374,,107A458,,,2025-03-19T00:00:00,,ALGEMEEN,0,,,f.uijl@educatis-rpo.nl,,020-6451908,https://deakker.educatis-rpo.nl/,Landtong,6,,1186GP,Amstelveen,Landtong,6,,1186GP,Amstelveen,,,,,,,,
5375,,107A459,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,aventurijn@aloysiusstichting.nl,,088-7795920,https://www.aventurijnnijmegen.nl/,Hatertseweg,400,,6533GV,Nijmegen,,,,,,,,,,,,,
5376,,107A460,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,parkneerbosch@aloysiusstichting.nl,,088-7795700,https://www.parkneerboschnijmegen.nl/,Scherpenkampweg,20,,6545AL,Nijmegen,,,,,,,,,,,,,
5377,,107A462,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,,,,,Rivierensingel,750,,5704NZ,Helmond,,,,,,,,,,,,,
5378,,107A463,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,rungraaf@aloysiusstichting.nl,,040-2451945,https://www.rungraaf.nl,Nuenenseweg,4,,5631KB,Eindhoven,,,,,,,,,,,,,
5379,,107A465,,,2025-10-01T00:00:00,,ALGEMEEN,0,,,info@de-wereldboom.nl,,020 646 6310,https://www.de-wereldboom.nl/,Peelstraat,171,,1079RN,Amsterdam,Peelstraat,171,,1079RN,Amsterdam,,,,,,,,
5380,,107A467,,,2021-11-26T00:00:00,,ALGEMEEN,0,,,directie@kroevendonk.nl,,0165-541809,http://www.kroevendonk.nl,Langdonk,39,,4707TG,Roosendaal,Langdonk,39,,4707TG,Roosendaal,,,,,,,,
5381,,107A468,,,2022-05-11T00:00:00,,ALGEMEEN,0,,,administratie@sbo-dumont.nl,,0203421919,https://www.sbo-dumont.nl/,Woudrichemstraat,2,,1107NG,Amsterdam,Woudrichemstraat,2,,1107NG,Amsterdam,,,,,,,,
5382,,107A469,,,2022-05-11T00:00:00,,ALGEMEEN,0,,,info@sbodehasselbraam.nl,,020448 0622,https://www.sbodehasselbraam.nl/,Karel Klinkenbergstraat,40,,1061AN,Amsterdam,Karel Klinkenbergstraat,40,,1061AN,Amsterdam,,,,,,,,
5383,,107A470,,,2022-05-11T00:00:00,,ALGEMEEN,0,,,info@sbo-de-zeppelin.nl,,0206332438,https://www.sbo-de-zeppelin.nl/,Bessenpad,1,,1033LW,Amsterdam,Bessenpad,1,,1033LW,Amsterdam,,,,,,,,
5384,,107A471,,,2025-10-01T00:00:00,,ALGEMEEN,0,,,meerenvaart@alphonslaudy.nl,,020 - 410 66 22,https://www.soalphonslaudy.nl/,Meer en Vaart,9,,1068KV,Amsterdam,Meer en Vaart,9,,1068KV,Amsterdam,,,,,,,,
5385,,107A472,,,2025-10-01T00:00:00,,ALGEMEEN,0,,,info@vsodeheldring.kolom.net,,020 447 3583,https://www.vsodeheldring.nl/,Burgemeester Eliasstraat,20,,1063EW,Amsterdam,Burgemeester Eliasstraat,20,,1063EW,Amsterdam,,,,,,,,
5386,,107A473,,,2026-03-13T00:00:00,,ALGEMEEN,0,,Directeur,b.meijs@kindante.nl,,046-4280955,,,,,,,,,,,,,,,,,,,
5387,,107A478,,,2026-03-13T00:00:00,,ALGEMEEN,0,,Directeur,mj.tummers@kindante.nl,,0475-301349,,,,,,,,,,,,,,,,,,,
5388,,107A481,,,2026-03-13T00:00:00,,ALGEMEEN,0,,Directeur,b.jansen@kindante.nl,,046-4493266,,,,,,,,,,,,,,,,,,,
5389,,107A486,,,2026-03-13T00:00:00,,ALGEMEEN,0,,Directeur,r.vanleeuwen@kindante.nl,,046-4857261,,,,,,,,,,,,,,,,,,,
5390,,107A496,,,2026-03-13T00:00:00,,ALGEMEEN,0,,Directeur,d.stassen@kindante.nl,,046-4421825,,,,,,,,,,,,,,,,,,,
5391,,107A505,,,2021-12-10T00:00:00,,ALGEMEEN,0,,Speciaal Onderwijs,info@detwijn.nl,,0384535506,https://www.detwijn.nl/,Boterdiep,5,,8032XW,Zwolle,POSTBUS,30190,,8003CD,Zwolle,,,,,,,,
5392,,107A506,,,2021-12-06T00:00:00,,ALGEMEEN,0,,Voortgezet Speciaal Onderwijs,info@detwijn.nl,,0384535506,https://www.detwijn.nl/,,,,,,POSTBUS,30190,,8003CD,Zwolle,,,,,,,,
5393,,107A512,,,2021-11-22T00:00:00,,ALGEMEEN,0,,,administratie@smdbhetvisnet.nl,,038-3332635,https://smdbhetvisnet.nl,Grafhorsterweg,34,D,8277AA,Grafhorst,Grafhorsterweg,34,D,8277AA,Grafhorst,,,,,,,,
5394,,107A514,,,2022-06-13T00:00:00,,ALGEMEEN,1,,,info@bms-school.nl,,020-6448446,https://www.bms-school.nl,Sandenburch,1,,1082GN,Amsterdam,Sandenburch,1,,1082GN,Amsterdam,,,,,,,,
5395,,107A515,,,2023-01-11T00:00:00,,ALGEMEEN,0,,,directie@lingelaar.nl,,,https://www.lingelaar.nl/,,,,,,POSTBUS,6,,4153ZG,Beesd,,,,,,,,
5396,,107A516,,,2021-11-23T00:00:00,,ALGEMEEN,0,,,secretariaat@kievietschool.nl,,0705179252,http://www.kievietschool.nl,,,,,,Buurtweg,16,,2244AD,Wassenaar,,,,,,,,
5397,,107A518,,,2021-11-23T00:00:00,,ALGEMEEN,0,,,jenapleinschool.nl@jenapleinschool.nl,,0384228240,https://www.jenapleinschool.nl/,Enkstraat,69,,8012VA,Zwolle,POSTBUS,762,,8000AT,Zwolle,,,,,,,,
5398,,107A519,,,2023-02-06T00:00:00,,ALGEMEEN,0,,,directie@jancampert-nissewijs.nl,,0181 612624,,Slauerhoffstraat,2,,3202VV,Spijkenisse,,,,,,,,,,,,,
5399,,107A520,,,2023-02-06T00:00:00,,ALGEMEEN,0,,,directie@devogelenzang-nissewijs.nl,,0181 636296,,J. Wagenaarstraat,4,,3208AK,Spijkenisse,,,,,,,,,,,,,
5400,,107A521,,,2023-02-06T00:00:00,,ALGEMEEN,0,,,,,0181 640087,,Vlinderveen,221,,3205EB,Spijkenisse,,,,,,,,,,,,,
5401,,107A522,,,2025-08-01T00:00:00,,ALGEMEEN,1,,Directie,directie@marimba-nissewijs.nl,,0181616543,https://www.marimba-nissewijs.nl,Eikenlaan,88,A,3203BM,Spijkenisse,,,,,,,,,,,,,
5402,,107A523,,,2023-02-06T00:00:00,,ALGEMEEN,1,,,directie@anniemgschmidt-nissewijs.nl,,0181 630433,,Martina Kramersstraat,2,,3207WB,Spijkenisse,,,,,,,,,,,,,
5403,,107A524,,,2023-02-06T00:00:00,,ALGEMEEN,0,,,directie@dewereldreiziger-nissewijs.nl,,0181 680155,,Jagerskreek,65,,3206HJ,Spijkenisse,,,,,,,,,,,,,
5404,,107A525,,,2023-02-06T00:00:00,,ALGEMEEN,0,,,directie@devuurvogel-nissewijs.nl,,0181 624186,,Zwanenhoek,41,,3201HT,Spijkenisse,Zwanenhoek,41,,3201HT,Spijkenisse,,,,,,,,
5405,,107A526,,,2023-02-06T00:00:00,,ALGEMEEN,0,,,directie@dekameleon-nissewijs.nl,,0181 623007,,Vlasdreef,4,,3204GS,Spijkenisse,,,,,,,,,,,,,
5406,,107A527,,,2023-02-06T00:00:00,,ALGEMEEN,0,,,directie@detandem-nissewijs.nl,,0181 636281,,Aïdastraat,91,,3208PA,Spijkenisse,Aïdastraat,91,,3208PA,Spijkenisse,,,,,,,,
5407,,107A530,,,2023-08-29T00:00:00,,ALGEMEEN,0,,Directie,directie@opdreef-nissewijs.nl,,+31181630782,https://www.opdreef-nissewijs.nl,Vlasdreef,4,,3204GS,Spijkenisse,,,,,,,,,,,,,
5408,,107A531,,,2023-08-29T00:00:00,,ALGEMEEN,0,,Directie,directie@derank-nissewijs.nl,,+31181613294,https://www.derank-nissewijs.nl,Lisstraat,15,,3202JG,Spijkenisse,,,,,,,,,,,,,
5409,,107A532,,,2023-08-29T00:00:00,,ALGEMEEN,0,,Directie,directie@deduif-nissewijs.nl,,+31181640678,https://www.deduif-nissewijs.nl,Salamanderveen,354,,3205TG,Spijkenisse,,,,,,,,,,,,,
5410,,107A533,,,2021-12-01T00:00:00,,ALGEMEEN,0,,Directie,directie@hetbaken-vcpo.nl,,+31181680155,https://www.hetbaken-vcpo.nl,Kreek,125,,3206HK,Spijkenisse,,,,,,,,,,,,,
5411,,107A534,,,2023-08-29T00:00:00,,ALGEMEEN,0,,Directie,directie@dehoeksteen-nissewijs.nl,,+31181622741,https://www.dehoeksteen-nissewijs.nl,Gangesstraat,13,,3207AC,Spijkenisse,,,,,,,,,,,,,
5412,,107A535,,,2023-08-29T00:00:00,,ALGEMEEN,0,,Directie,directie@hetanker-nissewijs.nl,,+31181643434,https://www.hetanker-nissewijs.nl,Maria Rutgers-Hoitsemastraat,4,,3207EJ,Spijkenisse,,,,,,,,,,,,,
5413,,107A536,,,2023-08-29T00:00:00,,ALGEMEEN,0,,Directie,directie@marimba-nissewijs.nl,,+31181616543,https://www.marimba-nissewijs.nl,Galileilaan,7,,3204AK,Spijkenisse,,,,,,,,,,,,,
5414,,107A537,,,2023-08-29T00:00:00,,ALGEMEEN,0,,Directie,directie@debranding-nissewijs.nl,,+31181620416,https://www.debranding-nissewijs.nl,Anne Frankstraat,26,,3207GA,Spijkenisse,,,,,,,,,,,,,
